date,price
2026-06-13 19:04:25.654872,158.46068709063593
2026-06-14 19:04:25.654872,158.97018357329085
2026-06-15 19:04:25.654872,148.1529186833538
2026-06-16 19:04:25.654872,146.75377961042693
2026-06-17 19:04:25.654872,146.40787448139804
2026-06-18 19:04:25.654872,142.88946593354507
2026-06-19 19:04:25.654872,147.67199629071214
2026-06-20 19:04:25.654872,154.26421157665374
2026-06-21 19:04:25.654872,154.55121940666115
2026-06-22 19:04:25.654872,148.0047399653762
2026-06-23 19:04:25.654872,144.9514475837499
2026-06-24 19:04:25.654872,141.81891653034768
2026-06-25 19:04:25.654872,151.5391014295782
2026-06-26 19:04:25.654872,143.87170643232474
2026-06-27 19:04:25.654872,140.3291524303669
2026-06-28 19:04:25.654872,141.81053752941938
2026-06-29 19:04:25.654872,141.71555899773256
2026-06-30 19:04:25.654872,138.48810386835697
2026-07-01 19:04:25.654872,145.34761333092683
2026-07-02 19:04:25.654872,149.53700828030682
2026-07-03 19:04:25.654872,133.6534832102953
2026-07-04 19:04:25.654872,140.6088447219968
2026-07-05 19:04:25.654872,140.4775992679625
2026-07-06 19:04:25.654872,143.56103543915003
2026-07-07 19:04:25.654872,138.65169873852236
2026-07-08 19:04:25.654872,139.2024335782853
2026-07-09 19:04:25.654872,139.36676043798465
2026-07-10 19:04:25.654872,138.2511759877951
2026-07-11 19:04:25.654872,130.10626599205509
2026-07-12 19:04:25.654872,136.21059309604337
2026-07-13 19:04:25.654872,132.41419895679124
2026-07-14 19:04:25.654872,131.4876138909357
2026-07-15 19:04:25.654872,132.97231987845396
2026-07-16 19:04:25.654872,128.572377160759
2026-07-17 19:04:25.654872,129.10223328728634
2026-07-18 19:04:25.654872,130.0206065841704
2026-07-19 19:04:25.654872,135.39733638819888
2026-07-20 19:04:25.654872,128.14284423961675
2026-07-21 19:04:25.654872,128.89299123230128
2026-07-22 19:04:25.654872,124.6860122560369
2026-07-23 19:04:25.654872,136.40709029146052
2026-07-24 19:04:25.654872,126.73103358485466
2026-07-25 19:04:25.654872,131.81724882755205
2026-07-26 19:04:25.654872,120.13925499294244
2026-07-27 19:04:25.654872,137.87394469553453
2026-07-28 19:04:25.654872,127.85612321293021
2026-07-29 19:04:25.654872,127.37872944216792
2026-07-30 19:04:25.654872,117.97591256910698
2026-07-31 19:04:25.654872,133.50025483883718
2026-08-01 19:04:25.654872,128.16686690058933
2026-08-02 19:04:25.654872,128.46221526471072
2026-08-03 19:04:25.654872,122.2823608603804
2026-08-04 19:04:25.654872,127.08798391632119
2026-08-05 19:04:25.654872,123.75618166350768
2026-08-06 19:04:25.654872,127.49656626502825
2026-08-07 19:04:25.654872,119.76088680780109
2026-08-08 19:04:25.654872,120.03261449037555
2026-08-09 19:04:25.654872,127.082181323002
2026-08-10 19:04:25.654872,118.9736490400316
2026-08-11 19:04:25.654872,118.84397094725838
2026-08-12 19:04:25.654872,116.0015186972897
2026-08-13 19:04:25.654872,116.42375350986578
2026-08-14 19:04:25.654872,109.13109922083905
2026-08-15 19:04:25.654872,109.15087593659244
2026-08-16 19:04:25.654872,113.38382299117097
2026-08-17 19:04:25.654872,113.81462663930661
2026-08-18 19:04:25.654872,120.15564800805127
2026-08-19 19:04:25.654872,124.95003407337454
2026-08-20 19:04:25.654872,121.83170566070335
2026-08-21 19:04:25.654872,115.65787903376489
2026-08-22 19:04:25.654872,115.60780781983088
2026-08-23 19:04:25.654872,104.92025931510537
2026-08-24 19:04:25.654872,103.60117850795723
2026-08-25 19:04:25.654872,105.46604688962425
2026-08-26 19:04:25.654872,111.11104445471034
2026-08-27 19:04:25.654872,107.36184751781484
2026-08-28 19:04:25.654872,108.00523259000614
2026-08-29 19:04:25.654872,110.53344068953459
2026-08-30 19:04:25.654872,106.21442067148175
2026-08-31 19:04:25.654872,99.87772179788436
2026-09-01 19:04:25.654872,102.60180060074477
2026-09-02 19:04:25.654872,109.30805154454194
2026-09-03 19:04:25.654872,108.6770991083139
2026-09-04 19:04:25.654872,114.25000406305553
2026-09-05 19:04:25.654872,107.72626950376299
2026-09-06 19:04:25.654872,111.65061424799963
2026-09-07 19:04:25.654872,112.160395539212
2026-09-08 19:04:25.654872,108.08077003755768
2026-09-09 19:04:25.654872,105.81017823074801
2026-09-10 19:04:25.654872,100.06421377650132
2026-09-11 19:04:25.654872,100.98328169160109
2026-09-12 19:04:25.654872,102.6882721340633
2026-09-13 19:04:25.654872,106.49615398757132
2026-09-14 19:04:25.654872,96.83502175409927
2026-09-15 19:04:25.654872,112.32699611713977
2026-09-16 19:04:25.654872,105.52608887332394
2026-09-17 19:04:25.654872,105.87290658760426
2026-09-18 19:04:25.654872,91.84939987102021
2026-09-19 19:04:25.654872,100.66806840345832
2026-09-20 19:04:25.654872,99.3052893233606
